idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000268453,OLGA LUCIA CADENA DURAN,,Colombia,False,2003,El Poira,0,1,63 - 92,"actores sociales locales, actores no oficiales de ciencia y tecnología, Desarrollo regional, desarrollo local",Ciencias Sociales -- Economía y Negocios -- Economía,,"Inventario y caracterización de lso actores no oficiales, tipo de proyectos","Articu´lación de nuevos actores al sistema regional de ciencia, tecnología e innovación del tolima, SRCTI"
0000268453,OLGA LUCIA CADENA DURAN,,Colombia,False,2006,Universidad del Cauca,978-958-9451-16-8,,10 - 81,,,,"Elementos para el análisis de la producción orgánica, como un modelo de adopción y transferencia de tecnología en comunidades rurales en Colombia. Análisis de casos: Cauca y Tolima",Perspectivas De Investigación Para El Cauca: Una Construcción Interdisciplinaria Sobre El Desarrollo Tecnológico Y Su Impacto En El Entorno
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2008,Facultad De Derecho Ciencias Politicas Y Sociales Universidad Nacional De Colombia,978-958-719-084-7,,161 - 216 1,,,,EL DISCURSO DEL TRABAJO DURANTE EL SIGLO XIX,La Constitución De Identidades Subalternizadas En El Discurso Jurídico Y Literario Colombiano Del Siglo Xix
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,True,2018,Universidad Libre,978-958-5466-47-0,,471 - 493,,,,Narrativas en conflicto: los pastos evocan su pasado como estrategia de lucha jurídica,"Derecho, memoria e historia en Hispanoamérica"
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2020,Universidad Libre,978-958-5578-54-8,,169 - 193,,,,Navegantes en la pandemia,"El derecho en tiempos de pandemia: transformaciones globales, costos locales"
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2020,Universidad Libre,978-958-5578-49-4,,139 - 157,,,,El acoso laboral visto a través de los ojos de las víctimas. Un universo cultura por descubrir desde la etnografía,Acoso laboral entre lo teórico y lo práctico: una mirada multidisciplinaria
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2008,Editorial Universidad Nacional de Colombia,9789587190847,,163 - 217,,Ciencias Sociales -- Derecho -- Derecho ,,El discurso del trabajo en el siglo XIX,La constitución de identidades subalternizadas en el discurso jurídico y literario colombiano en el siglo xix
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2022,Pontificia Universidad Javeriana,978-958-791-640-9,,407 - 432,,Ciencias Sociales -- Derecho -- Derecho ,,Desarrollo sostenible y constitución ecológica ¿simple ambigüedad o coartada oportuna?,TRES DÉCADAS DE CONSTITUCIÓN
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2012,Edinar,978-958-8439-22-8,,137 - 150,,,,Un llano de piedras que consuela. Tejidos narrativos sobre la (des)posesión de la tierra en Cumbal.,"Memorias Del Simposio Pensamiento, Historia Y Cultura De Los Pueblos Pastos Y Quillacingas"
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,True,2015,Editorial Universidad Del Cauca,978-958-732-179-1,,133 - 157,,,,¿Es la resistencia indígena un efecto del poder? Legislación y trasgresión en la Constitución de 1991,"Universidad, Derechos, Ciudadanías Y Pueblos Indígenas"
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2016,Editorial Pontificia Universidad Javeriana,978-958-716-963-8,,100 - 130,,,,"Polígrafo, culpa y ley. Una lectura desde la colonia penitenciaria","Selección de personal discursos, prácticas, tecnologías"
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,True,2017,Universidad Libre,978-958-8981-50-5,,237 - 249,"MULTICULTURALISMO, DERECHOS CULTURALES",,,Recepciones locales del multiculturalismo en algunos juristas colombianos,Perspectivas críticas del derecho constitucional colombiano
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2018,Universidad Libre,978-958-5466,,300 - 320,,,,Jóvenes sin trabajo democracia de papel: Excursus legales sobre el trabajo para jóvenes en Colombia,Consideraciones de la especialidad laboral y de la seguridad social III
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2018,Ediciones Doctrina y Ley Ltda. (Bogotá),978-958-676-718-7,,1 - 3,,,,Semblanza de un docente,Apología para un derecho social Reflexiones sobre el derecho del trabajo y la seguridad social
0000588547,OSCAR ANDRES LOPEZ CORTES,,Colombia,False,2018,Universidad Libre Bogotá,978-958-5466-37-1,,43 - 78,,,,Reformas al marco jurídico del trabajo en Colombia 1990 2016. Tecnología de la ley,"Trabajo, derecho y subjetividad"
0001631512,"PAULA ANDREA MENESES MEDINA, ISABEL CRISTINA RIVERA LOZADA, ORIANA RIVERA LOZADA DE BONIL",,España,False,2019,Universidad De Alcala,978-84-17729-78-3,,141 - 149,,,,Estrategias pedagógicas en el programa de Economía de la Universidad del Cauca,Enseñanza y Aprendizaje de las Ciencias en Debate
0001631512,"PAULA ANDREA MENESES MEDINA, ISABEL CRISTINA RIVERA LOZADA, ANGELA DAYANA AGUIRRE AZA",,Colombia,False,2019,Universidad De Alcala,978-84-17729-78-3,,776 - 782,,,,"Actitud emprendedora: Análisis descriptivo para docentes de una IE en Cauca, Colombia",Enseñanza y Aprendizaje de las Ciencias en Debate
0001631512,"PAULA ANDREA MENESES MEDINA, ELSY LORENA ROSERO CEBALLOS, RICARDO ANTONIO PORTILLA FERNANDEZ",,España,False,2021,VV.AA.,9788415665786,,7 - 14,,"Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",,Las diferencias salariales por sexo en Colombia. Modelaciones econométricas por demanda y oferta laboral de trabajo,Cruces disciplinares: Reflexión e investigación en las ciencias sociales y la cultura visual
0000740969,REINALDO ERAZO RODRIGUEZ,,Colombia,False,2006,Ascolfa,958-33-9077-1,1,223 - 235 1,"Administración, modelación, encubadoras",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Otros sectores - Calidad y Productividad,Modelación lógica de un programa de incubación regional para las empresas del departamento del Cauca,"Investigaciones En Administración. Encuentro Nacional De Investigación En Administración. Cali, Colombia 2005"
0000740969,REINALDO ERAZO RODRIGUEZ,,Colombia,True,2018,Editorial del Tecnológico de Antioquia Publicar-T,978-958-56958-7-0,,133 - 152 1,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Gestión de la innovación en Pymes del sector terciario en la ciudad de Popayán Cauca.,Nuevas realidades glocales e innovación Serie PYME Tomo III
0000700789,RONALD ALEJANDRO MACUACE OTERO,,Colombia,False,2014,Asociación Iberoamericana de Filosofía Práctica,978-607-96457-0-0,,35 - 56,,,,Entre la redistribución y el reconocimiento,"Diversidad, desigualdades sociales: El decir de la filosofía"
0000700789,RONALD ALEJANDRO MACUACE OTERO,,México,False,2014,Asociación Iberoamericana de Filosofía Práctica,978-607-96457-0-0,,35 - 56,,Humanidades -- Otras Humanidades -- Filosofía,,Diversidad..,"Diversidad, desigualdades sociales: El deber de la filosofía"
0000329916,"CAROLINA CASTRILLON OJEDA, TULIO ANDRES CLAVIJO GALLEGO",,Colombia,False,2019,Editorial Universidad del Cauca,978-958-732-351-1,,67 - 89 1,,,,Hacia un acercamiento comprensivo del territorio biocultural cafetero,Innovación social y saberes en diálogo
0000329916,TULIO ANDRES CLAVIJO GALLEGO,,Colombia,False,2020,Editorial Universidad del Cauca,978-958-732-421-1,,47 - 70,,,,De grafías coloniales a territorios colectivos de 'comunidades negras'. Algunas notas asociadas a la presencia de la gente negra en el Pacífico sur colombiano,Dinámicas socioculturales y ambientales del Pacífico colombiano: Historias y reflexiones más allá del Litoral
0000329916,TULIO ANDRES CLAVIJO GALLEGO,,Colombia,False,2020,Prometeo Editorial,978-987-8331-65-2,,205 - 218 1,,,,Repensando nuestros sentidos de lugar en tiempos de pandemia,Pandemia al sur
0001522397,"WILLIAN JAIRO MAVISOY MUCHAVISOY, CARLOS JAMIOY NARVAEZ, ANA LUCIA JAMIOY CHINDOY",,Colombia,False,2013,Centro Editorial Universidad Del Valle,978-956-353-326-2,,38 - 42,,"Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",Educación - Educación preescolar y básica,Tejer el equilibrio en procesos de la educación al interior del pensamiento indígena kamënt á (putumayo).,El Tránsito De La Desideologización De Los Pueblos Hacia La Recuperación De Saberes Populares
0001522397,WILLIAN JAIRO MAVISOY MUCHAVISOY,,Colombia,False,2008,Editorial Universidad Tecnológica de Pereira,978-958-722-001-8,,217 - 226,,,,"Kabëngbe Lware ¿Nuestro Territorio¿ El reflejo del cambio espacial en la tradición oral kamëntşá del Valle de Sibundoy, Putumayo",Ecología Histórica: Interacciones Sociedad-Ambiente A Distintas Escalas Espacio-Temporales
0001522397,WILLIAN JAIRO MAVISOY MUCHAVISOY,,India,False,2019,Springer,978-981-13-2262-4,,1 - 6,,"Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",,Global Campaigns Towards Sustainability and Ecopedagogical Literacies.,Encyclopedia of Educational Innovation
0001389538,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR",,España,True,2019,Editora Universidad De Huelva,978-84-8163-601-7,,1338 - 1348 1,,"Ciencias Sociales -- Geografía Social y Económica -- Estudios Urbanos (Planificación y Desarrollo), Ciencias Sociales -- Sociología -- Trabajo Social","Educación - Educación preescolar y básica, Desarrollo Urbano","Estudio de la relación familia Norte Caucana y violencia en el Municipio de Puerto Tejada y Villa Rica (Departamento del Cauca, Colombia). A propósito de la crianza y el cuidado de la vida misma",Hélices y anclas para el desarrollo local
0001389538,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL",,Brasil,True,2020,Editora Artemis,978-65-87396-12-5,,67 - 77 1,"Estudios organizacionales, Administración , Posdesarrollo","Ciencias Sociales -- Economía y Negocios -- Negocios y Management, Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria","Actividades de asesoramiento y consultoría a las empresas - Asesoramiento o consultoría jurídica, contábil, de opinión pública y en la gestión de empresas, Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas",DESCENTRAR-NOS E IMPENSAR-NOS LOS ESTUDIOS ORGANIZACIONALES ENCLAVE DE UNA LATINOAMERICA DIVERSA,Administração de empresas para um mundo em transformação
0001389538,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR",,Colombia,True,2020,Sello Editorial Unicatólica,978-958-52883-4-8,,235 - 249,,"Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",Educación - Educación superior,Lugares comunes desde las ciencias sociales: subversiones desde la condición de humanidad,Enseñar las ciencias sociales
0001389538,WILSON NOE GARCES AGUILAR,,Brasil,True,2020,Editora Artemis,9786587396200,,113 - 144,,,"Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas, Educación - Educación superior",ECONOMÍA DE SOLIDARIDAD Y POTENCIALIDADES PARA SU CONSTITUCIÓN COMO MOVIMIENTO SOCIAL EN EL DEPARTAMENTO DEL CAUCA- COLOMBIA,Redes de solidaridad y organizaciones en contextos de diversidad
0001389538,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR",,Colombia,True,2020,Editora Artemis,9786587396200,,18 - 44,,,"Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas, Desarrollo rural",EL ESTUDIO DE LA ORGANIZACIÓN SOLIDARIA EN COLOMBIA Y SU CONTEXTO DE DIVERSIDAD,Redes de solidaridad y organizaciones en contextos de diversidad
0001389538,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR",,Colombia,False,2021,Usc Universidad Santiago De Cali Editorial,978-628-7501-48-5,,11 - 53 1,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas, Educación - Educación superior",La emergencia de los estudios organizacionales en el suroccidente colombiano,Aproximaciones a los estudios organizacionales en el suroccidente colombiano
0001389538,WILSON NOE GARCES AGUILAR,,Colombia,True,2015,Fundación Universidad Externado de Colombia,9789587724516,,2783 - 2795,,,Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas,"SENTI-PENSAR LA ADMINISTRACION DESDE EL CONTEXTO DE LAS ORGANIZACIONES DE ECONOMIA SOCIAL Y SOLIDARIA EN CAJIBIO, CAUCA",Formación De Investigadores Y Construcción De Comunidad Académica En Administración
0001389538,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL",,Colombia,True,2016,Centro Editorial Universidad Del Valle,9789587652871,,367 - 379,,"Ciencias Sociales -- Geografía Social y Económica -- Ciencias Ambientales (Aspectos Sociales), Ciencias Sociales -- Geografía Social y Económica -- Geografía Económica y Cultural, Ciencias Sociales -- Sociología -- Sociología, Ciencias Sociales -- Sociología -- Etnografía",Desarrollo rural,"Resistencia contra-hegemónica de la comunidad campesina Cruz de Mayo, Ancash - Perú, ante las estrategias de dominación moderno/coloniales","Manejo del riesgo en la gestión del agua. Retos ante los riesgos ambientales en el ciclo del agua, justicia ambiental y conflictos"
0001389538,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL",,Chile,True,2018,Universidad Santiago de Chile,978-956-398-413-2,,1437 - 1448,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas, Administración pública, defensa y seguridad social - Política económica y administración pública en general",Diversidad organizacional u organizaciones en contextos de diversidad socio-cultural,"Nuevas formas de organización y trabajo: Latinoamérica frente a los actuales desafíos económicos, sociales y medioambientales"
0001389538,"WILSON NOE GARCES AGUILAR, YESID CARVAJAL ESCOBAR, GUILLERMO CESPEDES",,Estados Unidos,True,2013,IGI GLOBAL,9781466636149,,296 - 314,,,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.",Aplicación de metodologías para la determinación del caudal ambiental en una cuenca andina y mediterránea,Creating a Sustainable Ecology Using Technology-Driven Solutions
0001389538,WILSON NOE GARCES AGUILAR,,Colombia,True,2016,Universidad Eafit,978-958-8719-43-6,,104 - 124 1,,,Educación - Educación superior,Por una interculturalidad critica en la administración. Apuntes y enclaves desde el Cauca diverso,Administración y Estudios Organizacionales. Complementariedades y contradicciones
0001466598,"YIRA CARMINA LAZALA SILVA HERNANDEZ, CHRISTINE VERSCHUUR, ISABELLE GUERIN, ISABELLE HILLENKAMP, FILIPE CALVAO, IVONNE FARAH, MARISA LIS FOURNIER, SANTOSH KUMAR, ERIKA LORITZ, RAJIB NANDI, MIRIAM NOBRE, GABRIELA RUESGAS, FERNANDA SOSTRES, KAVERI HARITAS, GOVINDAN VENKATASUBRAMANIAN, KALPANA K",,Reino Unido,False,2021,Palgrave Macmillan,978-3-030-71531-1,,1 - 6,,Ciencias Sociales -- Sociología -- Antropología,,Introduction,"Social Reproduction, Solidarity Economy, Feminisms and Democracy"
0001358471,ZAMANDA CORREA CORREA,,Colombia,False,2006,Educc,958-8205-77-8,,72 - 80 1,,,,Docencia y proyección social como un aporte a la niñez en búsqueda de un desarrollo sostenible¿,Pensamiento Universitaria. Propuesta Educativa
0001358471,ZAMANDA CORREA CORREA,,Colombia,False,2018,"Sello Editorial, Tecnológico de Antioquia, Publicarte",978-958-56958-7-0,,133 - 151 III,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,"Gestión de la innovación en pymes del sector terciario en Popayan, Cauca",Nuevas realidades glocales e innovación
0000594881,ALEJANDRA MILLER RESTREPO,,Colombia,False,2005,CINEP,978-958-644-098-1,1,25 - 40 1,Conflicto,Ciencias Sociales -- Economía y Negocios -- Economía,Educación,La Guerra en el Cauca 2002 2005,Más Allá Del Embrujo. Tercer Año De Gobierno De Alvaro Uribe Vélez.
0000694061,GUSTAVO ZORRILLA VELASQUEZ,,México,False,2014,ASOCIACION IBEROAMERICANA DE FILOSOFIA PRACTICA,978-607-96457-0-0,,93 - 118 1,,"Humanidades -- Otras Humanidades -- Filosofía, Ciencias Sociales -- Derecho -- Derecho ","Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda",COMUNIDADES INDIGENAS EN EL CAUCA Y PARTICIPACION POLITICA: UN CAMINO HACIA LA DIFERENCIA MATERIAL,"Diversidad, Desigualdades Sociales:El Decir De La Filosofía"
0000694061,GUSTAVO ZORRILLA VELASQUEZ,,Colombia,False,2013,PATRONATO DE ARTES Y CIENCIAS,978-95899937-3-6,,79 - 111,FIESTAS RELIGIOSAS EN SAN LUIS ALMAGUER,Ciencias Sociales -- Otras Ciencias Sociales -- Otras Ciencias Sociales,,FOLCLOR COLOMBIANO,Folclor Colombiano. Departamento Del Cauca.
0000694061,GUSTAVO ZORRILLA VELASQUEZ,,Colombia,False,2014,ASOCIACION IBEROAMERICANA DE FILOSOFÍA PRÁCTICA,978-607-96457-1-7,,11 - 16,TECNOCIENCIA,,,ETICA PARA LA TECNOCIENCIA EN TIEMPOS DE PRISA,Etica Para La Tecnociencia
0000694061,GUSTAVO ZORRILLA VELASQUEZ,,Colombia,False,2015,unicauca,978-958-46-6138-8,,10 - 21,,,,Prologo,"Viajeros, de paso por Popayán"
0000694061,GUSTAVO ZORRILLA VELASQUEZ,,Colombia,False,2015,SAMAVA,9789584676597,,5 - 7,,,,Prologo,CANTO A LA VIDA
0001441361,JULIETA BETZABET MONTERO CARVAJAL,,Colombia,False,2009,Ediorial Universidad Del Cauca,978-958-732-012-1,,100 - 105 1,LABORATORIO,Ciencias Médicas y de la Salud -- Medicina Clínica -- Otros Temas de Medicina Clínica,Salud humana - Cuidado a la salud de las personas,LABORATORIO DE HEMATOLOGIA,"Leishmaniosis: Aspectos Clínicos, Epidemiológicos, De Diagnóstico Y Tratamiento. Capítulo 16. En: Texto De Medicina Interna, 1a Edición."
0001354030,OMAR ANDRES RAMOS VALENCIA,,Colombia,True,2019,Usc Universidad Santiago De Cali Editorial,978-958-5522-94-7,,121 - 135 1,"ADOLESCENTES, COLOMBIA, EDUCACIÓN SECUNDARIA, ESTILOS DE VIDA, Promoción de la salud",Ciencias Médicas y de la Salud -- Ciencias de la Salud -- Salud Pública,,ESTRATEGIA DE PROMOCIÓN DE SALUD CON ENFOQUE SANOLOGICO EN 6 INSTITUCIONES EDUCATIVAS DE POPAYÁN,Región y entorno universitario. Unidos por la promoción de la salud
0001516094,ANDRES FELIPE VILLAQUIRAN HURTADO,,Colombia,False,2021,GAMAR EDITORES,-978-958-99814-9-8,,3313 - 3348,,,,Actividad Física y Ejercicio,Texto de Medicina Interna 2da Edición
